subject_id,Filename,a,b,is_point
91319002,005614-714232.png,6.55,6.02,1.0
91319004,005935-720212.png,6.68,6.08,1.0
91319005,010046-722132.png,6.6,6.11,1.0
91319009,010726-721003.png,6.64,6.06,1.0
91319010,010753-720612.png,6.64,6.11,1.0
91319011,010819-714958.png,6.69,6.08,1.0
91319013,011001-713930.png,6.56,6.02,1.0
91319016,005738-715804.png,6.52,6.06,1.0
91319017,005758-715402.png,6.56,6.05,1.0
91319025,010107-722737.png,7.28,6.87,0.0
91319026,010110-715404.png,6.61,6.04,1.0
91319027,010116-714113.png,6.51,6.17,1.0
91319029,010304-721849.png,6.88,6.62,1.0
91319031,010354-721614.png,7.32,6.68,0.0
91319032,010448-715158.png,7.06,6.37,1.0
91319033,010619-714043.png,7.0,6.14,1.0
91319038,010811-714422.png,6.7,6.29,1.0
91319039,010814-715555.png,6.86,6.18,1.0
91319040,010920-721819.png,6.5,6.06,1.0
91319048,010027-721818.png,6.61,6.05,1.0
91319050,010151-724110.png,6.63,6.42,1.0
91319051,010203-722201.png,9.62,7.18,0.0
91319060,010511-722557.png,7.04,6.79,1.0
91319064,010614-720701.png,6.53,6.05,1.0
91319065,010625-714451.png,6.74,6.15,1.0
91319069,010645-722028.png,6.53,6.06,1.0
91319072,010857-715959.png,6.62,6.04,1.0
91319074,005507-715725.png,6.61,6.14,1.0
91319079,010126-721437.png,8.03,7.14,0.0
91319082,010149-714302.png,6.59,6.03,1.0
91319083,010209-720823.png,6.49,6.13,1.0
91319086,010320-714836.png,6.59,6.07,1.0
91319088,010427-715123.png,12.96,11.13,0.0
91319090,010446-724229.png,6.53,6.04,1.0
91319091,010512-715010.png,6.77,6.43,1.0
91319096,010803-720901.png,15.83,7.1,0.0
91319097,010845-714649.png,6.97,5.93,1.0
91319098,010854-720121.png,6.62,6.08,1.0
91319105,005636-714514.png,21.18,11.96,0.0
91319106,005641-720023.png,6.54,6.02,1.0
91319107,005723-720349.png,9.2,7.38,0.0
91319108,005733-714114.png,6.56,6.0,1.0
91319111,010021-724034.png,7.22,6.22,1.0
91319115,010203-723101.png,8.49,6.22,0.0
91319119,010355-712242.png,9.31,7.57,0.0
91319120,010429-723111.png,9.96,7.92,0.0
91319121,010435-713023.png,10.08,7.58,0.0
91319124,010637-723116.png,15.14,8.85,0.0
91319125,010741-715125.png,6.54,6.08,1.0
91319126,010745-720438.png,6.53,6.16,1.0
91319129,011008-721704.png,6.98,6.17,1.0
91319130,011108-722309.png,6.56,6.12,1.0
91319133,011143-720244.png,6.69,6.08,1.0
91319135,005536-715444.png,7.29,6.85,0.0
91319139,005834-712625.png,12.75,12.63,0.0
91319140,005843-722520.png,13.17,12.62,0.0
91319141,005913-715854.png,6.89,6.58,1.0
91319143,010025-714342.png,6.56,6.18,1.0
91319144,010104-722818.png,7.47,6.75,0.0
91319145,010142-720620.png,6.6,6.08,1.0
91319146,010207-722623.png,6.74,6.0,1.0
91319147,010350-713915.png,6.94,6.04,1.0
91319151,010431-722326.png,6.86,6.04,1.0
91319152,010447-722922.png,6.55,6.01,1.0
91319154,010603-722322.png,6.67,5.96,1.0
91319155,010608-713613.png,6.55,6.03,1.0
91319156,010714-722339.png,7.37,6.66,0.0
91319163,011107-721939.png,6.78,6.11,1.0
91319170,010047-714105.png,8.38,7.22,0.0
91319171,010120-714447.png,6.69,6.18,1.0
91319173,010200-721621.png,6.7,6.02,1.0
91319177,010236-712657.png,6.57,6.13,1.0
91319178,010347-722703.png,6.67,6.49,1.0
91319179,010407-712108.png,6.49,6.03,1.0
91319180,010447-720808.png,6.54,6.22,1.0
91319183,010557-713729.png,6.81,6.37,1.0
91319184,010619-715149.png,6.48,6.04,1.0
91319185,010713-715003.png,6.54,6.06,1.0
91319187,010854-720540.png,6.59,6.04,1.0
91319191,011055-721729.png,6.52,6.05,1.0
91319192,011132-714451.png,7.73,6.66,0.0
91319193,011151-715439.png,6.55,6.1,1.0
91319196,005653-721243.png,6.73,6.16,1.0
91319202,010240-721600.png,11.44,9.34,0.0
91319207,010426-713504.png,6.96,6.19,1.0
91319209,010509-721147.png,6.77,6.0,1.0
91319211,010527-713635.png,6.79,6.03,1.0
91319213,010537-715317.png,6.61,5.95,1.0
91319214,010637-722643.png,7.53,6.4,1.0
91319215,010653-712712.png,6.94,6.25,1.0
91319217,010703-712509.png,9.21,7.79,0.0
91319218,010719-715606.png,6.94,6.27,1.0
91319219,010719-720555.png,11.67,7.74,0.0
91319222,010838-713500.png,9.1,7.56,0.0
91319223,010845-715048.png,6.95,6.41,1.0
91319227,005728-720135.png,6.69,6.05,1.0
91319228,005848-714644.png,6.59,6.05,1.0
91319229,010056-722655.png,6.69,6.17,1.0
91319236,010316-722712.png,6.82,6.01,1.0
91319239,010509-723235.png,9.47,8.28,0.0
91319240,010526-715124.png,7.91,7.03,0.0
91319242,010630-722110.png,6.58,6.01,1.0
91319243,010704-715153.png,6.56,6.11,1.0
91319244,010709-723758.png,7.48,6.9,0.0
91319247,010810-721302.png,6.82,6.15,1.0
91319251,010855-721329.png,6.82,6.2,1.0
91319255,005706-721208.png,7.07,6.65,1.0
91319256,005730-714605.png,6.78,6.0,1.0
91319258,005745-722341.png,6.79,6.38,1.0
91319261,005851-713319.png,6.76,5.9,1.0
91319268,010246-712640.png,6.66,6.12,1.0
91319270,010350-722727.png,7.03,6.45,1.0
91319271,010352-724344.png,6.59,6.07,1.0
91319272,010428-724117.png,7.21,7.07,0.0
91319277,010723-713241.png,6.6,6.21,1.0
91319278,010808-715322.png,7.19,6.44,1.0
91319282,010927-720818.png,10.26,7.62,0.0
91319284,011038-721740.png,7.29,6.3,1.0
91319288,005729-720522.png,6.79,6.06,1.0
91319289,005833-723211.png,6.5,6.01,1.0
91319290,005903-714824.png,6.81,6.3,1.0
91319291,005930-722753.png,6.85,6.65,1.0
91319292,005950-721635.png,6.65,6.02,1.0
91319293,010028-720553.png,6.68,6.07,1.0
91319295,010051-715200.png,7.96,7.03,0.0
91319296,010116-722852.png,6.99,6.57,1.0
91319298,010206-713355.png,6.72,6.14,1.0
91319300,010215-722744.png,6.73,6.48,1.0
91319305,010438-714638.png,6.66,5.86,1.0
91319308,010517-715500.png,9.22,6.47,0.0
91319309,010528-712917.png,6.66,6.18,1.0
91319314,010835-721236.png,6.54,6.24,1.0
91319317,005904-712649.png,6.77,6.09,1.0
91319319,010025-721806.png,6.62,5.6,1.0
91319321,010112-712354.png,6.6,6.01,1.0
91319323,010117-715812.png,6.44,5.99,1.0
91319328,010344-712605.png,15.4,13.36,0.0
91319329,010420-713606.png,18.68,8.98,0.0
91319331,010456-713923.png,21.44,12.76,0.0
91319335,010710-720103.png,6.96,6.09,1.0
91319337,010722-722648.png,6.35,5.97,1.0
91319341,010953-714106.png,9.12,6.78,0.0
91319345,005519-720807.png,6.58,6.11,1.0
91319347,005810-715056.png,6.96,6.15,1.0
91319348,005829-714041.png,6.84,5.99,1.0
91319350,005935-714210.png,6.6,5.94,1.0
91319351,010012-722101.png,6.42,5.97,1.0
91319352,010018-724122.png,6.66,6.22,1.0
91319354,010022-714357.png,6.88,6.38,1.0
91319355,010102-723243.png,6.75,6.08,1.0
91319356,010137-715416.png,6.94,6.19,1.0
91319358,010138-720005.png,7.32,6.05,1.0
91319363,010336-714217.png,6.26,6.18,1.0
91319368,010530-712813.png,6.84,6.51,1.0
91319370,010631-715735.png,6.69,6.06,1.0
91319372,010636-715650.png,6.49,6.22,1.0
91319374,010709-721808.png,6.45,6.42,1.0
91319380,010726-721753.png,6.64,6.05,1.0
91319383,010808-715127.png,6.96,6.29,1.0
91319387,005802-720500.png,7.1,6.32,1.0
91319392,010041-720117.png,7.31,6.34,1.0
91319398,010200-713500.png,6.91,6.3,1.0
91319400,010200-713632.png,6.63,5.75,1.0
91319403,010217-715752.png,6.82,6.32,1.0
91319409,010248-712947.png,8.58,7.92,0.0
91319414,010328-713753.png,6.81,6.11,1.0
91319417,010458-714435.png,6.67,6.06,1.0
91319419,010536-713907.png,6.63,6.14,1.0
91319421,010622-715316.png,6.67,5.82,1.0
91319422,010645-713541.png,6.47,6.22,1.0
91319424,010700-715242.png,6.5,6.13,1.0
91319426,010731-715245.png,6.53,5.98,1.0
91319429,010829-714409.png,6.53,6.27,1.0
91319430,010854-723001.png,6.63,6.02,1.0
91319431,010910-715640.png,6.82,6.01,1.0
91319432,011002-720143.png,6.63,6.28,1.0
91319434,011041-714834.png,6.55,6.06,1.0
91319437,011133-715820.png,6.97,6.57,1.0
91319438,005429-715812.png,6.57,5.95,1.0
91319448,005901-714335.png,6.26,6.11,1.0
91319454,010029-714146.png,6.8,6.15,1.0
91319455,010113-723902.png,9.6,7.71,0.0
91319457,010122-721627.png,6.45,6.01,1.0
91319459,010123-715446.png,7.79,7.53,0.0
91319460,010214-724031.png,6.73,6.23,1.0
91319465,010434-714510.png,6.79,6.43,1.0
91319467,010449-713634.png,6.3,6.25,1.0
91319471,010536-713814.png,8.95,6.91,0.0
91319473,010621-714016.png,6.75,5.93,1.0
91319480,010733-714553.png,6.4,6.23,1.0
91319481,010747-712325.png,6.48,6.08,1.0
91319487,005524-722133.png,7.14,6.35,1.0
91319493,005747-720433.png,7.01,6.66,1.0
91319502,010042-715312.png,6.47,5.82,1.0
91319509,010251-722800.png,6.48,6.4,1.0
91319511,010344-714925.png,6.58,5.9,1.0
91319512,010348-722456.png,6.67,5.99,1.0
91319514,010515-720517.png,7.1,6.84,1.0
91319524,010729-712639.png,6.8,6.18,1.0
91319526,010746-721235.png,6.27,6.1,1.0
91319533,005700-713659.png,6.64,6.19,1.0
91319539,010102-713500.png,6.48,6.26,1.0
91319541,010112-715838.png,6.2,6.02,1.0
91319551,010422-713338.png,6.71,6.18,1.0
91319560,010654-715437.png,6.68,6.15,1.0
91319561,010720-722548.png,6.64,5.9,1.0
91319563,010740-715246.png,6.81,6.02,1.0
91319564,010815-722246.png,6.72,5.98,1.0
91319566,010859-713350.png,7.59,6.37,1.0
91319568,010906-721206.png,6.46,6.11,1.0
91319569,010918-713819.png,6.66,5.76,1.0
91319584,005827-720500.png,6.32,5.89,1.0
91319587,005930-712403.png,7.45,6.11,1.0
91319590,010035-722602.png,6.62,6.22,1.0
91319592,010037-723856.png,6.26,5.96,1.0
91319594,010116-720516.png,6.41,6.29,1.0
91319597,010232-712159.png,8.38,7.72,0.0
91319607,010521-714419.png,7.2,6.05,1.0
91319614,010839-722229.png,6.68,5.86,1.0
91319617,011018-720958.png,6.75,6.53,1.0
91319619,011137-714920.png,6.88,5.98,1.0
91319621,011142-715117.png,6.65,5.96,1.0
91319625,005829-714910.png,6.54,6.02,1.0
91319631,010055-723657.png,6.53,6.32,1.0
91319633,010111-712638.png,7.52,6.7,0.0
91319634,010117-714816.png,6.23,6.05,1.0
91319636,010212-721901.png,6.49,6.23,1.0
91319638,010216-712529.png,6.52,6.2,1.0
91319642,010310-714600.png,6.7,6.27,1.0
91319644,010344-715938.png,6.7,6.32,1.0
91319652,010455-721911.png,6.24,6.16,1.0
91319661,010739-722320.png,6.71,6.32,1.0
91319674,010026-722105.png,7.39,6.16,1.0
91319675,010028-715201.png,8.38,6.12,0.0
91319677,010046-715911.png,6.59,6.42,1.0
91319678,010113-714652.png,7.87,7.78,0.0
91319687,010415-720005.png,7.03,6.99,0.0
91319691,010603-724124.png,9.81,7.76,0.0
91319692,010606-715251.png,6.52,6.37,1.0
91319695,010640-720310.png,7.46,6.86,0.0
91319706,010845-713815.png,6.56,5.71,1.0
91319707,010919-713112.png,6.55,6.25,1.0
91319708,010930-714230.png,8.04,7.65,0.0
91319711,005800-713903.png,6.55,5.91,1.0
91319718,010035-724056.png,6.85,6.35,1.0
91319719,010038-712643.png,6.97,6.37,1.0
91319724,010153-721416.png,6.56,6.2,1.0
91319726,010215-713558.png,6.78,5.93,1.0
91319727,010225-714722.png,6.87,5.94,1.0
91319732,010521-712744.png,6.78,5.67,1.0
91319737,010651-722213.png,6.34,6.21,1.0
91319741,010722-714937.png,6.67,5.94,1.0
91319744,010744-723024.png,6.87,6.21,1.0
91319746,010838-722622.png,6.83,6.14,1.0
91319751,011214-715102.png,6.62,6.34,1.0
91319753,011238-715551.png,6.38,6.17,1.0
91319755,005544-715326.png,6.55,6.28,1.0
91319760,005704-713124.png,6.48,5.77,1.0
91319761,005814-712736.png,6.37,6.24,1.0
91319768,005914-722233.png,6.77,6.31,1.0
91319772,010023-712206.png,6.94,6.22,1.0
91319773,010023-712452.png,6.31,5.75,1.0
91319776,010137-714421.png,6.95,5.85,1.0
91319778,010148-715540.png,6.67,6.33,1.0
91319780,010210-721253.png,6.63,6.43,1.0
91319781,010334-715721.png,6.29,5.99,1.0
91319783,010501-712234.png,7.16,6.1,1.0
91319793,010751-714015.png,6.79,6.25,1.0
91319798,010853-723600.png,6.3,6.07,1.0
91319803,005523-714403.png,6.65,6.13,1.0
91319805,005710-715144.png,6.92,6.07,1.0
91319809,005812-714718.png,7.01,6.17,1.0
91319811,010018-721558.png,6.36,6.05,1.0
91319815,010114-722906.png,6.38,5.82,1.0
91319818,010154-714541.png,6.62,5.85,1.0
91319820,010225-714033.png,7.06,6.41,1.0
91319822,010253-721224.png,6.66,6.37,1.0
91319826,010309-713729.png,6.51,5.94,1.0
91319828,010401-712410.png,6.83,5.79,1.0
91319829,010401-712457.png,7.02,6.07,1.0
91319833,010713-723210.png,6.86,6.15,1.0
91319840,010825-715145.png,6.31,5.45,1.0
91319843,010909-715050.png,6.74,5.78,1.0
91319846,005652-713607.png,7.03,6.03,1.0
91319852,010056-714347.png,7.05,6.95,0.0
91319853,010114-720754.png,6.51,5.69,1.0
91319855,010154-712722.png,9.13,8.49,0.0
91319856,010207-714854.png,6.87,6.26,1.0
91319858,010224-721018.png,6.67,6.27,1.0
91319859,010233-713634.png,7.73,6.63,0.0
91319862,010443-721326.png,6.8,6.28,1.0
91319867,010541-722116.png,7.48,6.67,0.0
91319868,010542-721732.png,7.04,6.38,1.0
91319869,010546-721657.png,7.64,6.05,1.0
91319879,010921-722038.png,7.07,6.15,1.0
91319883,005702-721012.png,7.8,5.61,1.0
91319886,005846-722946.png,6.35,5.9,1.0
91319889,010039-722801.png,6.42,6.02,1.0
91319894,010345-722606.png,8.67,6.56,0.0
91319903,010643-714145.png,10.6,6.26,0.0
91319905,010725-720343.png,18.26,9.42,0.0
91319906,010728-720711.png,18.18,13.06,0.0
91319907,010810-715159.png,10.88,6.41,0.0
91319910,010923-722209.png,28.48,23.94,0.0
91321153,011743-733454.png,6.82,6.3,1.0
91321155,011822-732015.png,6.76,6.05,1.0
91321159,011842-733528.png,9.65,6.89,0.0
91321161,011857-735404.png,7.18,6.2,1.0
91321162,011859-731214.png,6.58,6.22,1.0
91321163,011923-732535.png,6.66,6.21,1.0
91321165,011929-732527.png,10.02,7.96,0.0
91321169,011937-733039.png,7.06,5.97,1.0
91321174,012012-732230.png,8.38,6.83,0.0
91321178,012025-732841.png,6.88,5.92,1.0
91321179,012028-740212.png,7.01,6.08,1.0
91321180,012029-734734.png,7.12,6.13,1.0
